guests,bedrooms,beds,bathrooms,price
6,3,3,2,220
2,1,1,1,112
6,2,3,1,246
6,2,3,2,514
4,1,2,1,135
1,1,1,1,60
4,2,2,1,150
6,2,3,2,512
5,2,3,2,599
2,1,1,1,127
2,1,1,1,123
6,3,3,1,161
10,5,5,3,777
4,2,2,1,120
3,2,2,1,195
4,2,2,2,200
1,0,1,1,76
4,2,2,1,195
6,3,4,2,400
3,1,2,1,124
6,2,4,1,261
2,1,1,1,193
4,1,2,2,235
2,1,1,1,97
3,1,1,1,125
1,1,1,1,65
6,3,3,2,402
6,3,3,2,350
2,1,1,1,63
2,1,1,1,114
2,1,1,1,198
4,1,2,1,386
6,3,3,2,358
4,2,2,1,250
8,3,0,2,256
3,1,1,1,349
4,1,1,1,343
6,3,3,2,212
6,3,3,2,179
4,1,2,1,350
14,5,8,2,670
2,1,1,1,120
1,1,1,1,179
6,2,3,3,461
2,1,1,2,167
4,1,2,1,133
6,3,3,2,333
7,3,4,2,571
2,1,1,1,150
2,1,1,1,65
2,1,1,1,123
2,1,1,1,257
2,1,1,1,132
4,2,2,1,384
3,1,2,1,250
3,2,2,2,317
1,1,1,1,76
4,1,2,1,283
2,1,1,1,244
4,2,2,1,182
6,3,3,2,500
4,2,2,2,275
1,1,1,1,60
2,1,4,1,49
2,1,1,1,48
1,1,1,1,14
7,3,4,2,192
4,2,2,1,164
4,3,3,5,139
4,1,2,1,200
3,1,1,1,105
2,1,0,1,65
2,1,1,1,111
1,1,1,1,74
2,1,1,1,95
1,1,1,1,70
2,1,1,1,160
16,8,9,4,2000
2,1,1,1,143
6,2,4,1,176
1,1,1,1,152
4,1,3,1,193
2,1,1,1,180
4,2,2,1,343
4,2,3,2,348
1,1,1,1,133
1,2,2,1,108
2,1,1,1,72
1,1,1,1,52
3,1,2,1,159
4,2,3,1,228
4,1,2,1,138
4,2,3,2,265
2,1,1,1,110
2,1,1,1,150
4,2,2,1,279
6,3,3,2,375
6,3,3,2,375
3,2,3,1,213
6,3,3,2,210
2,0,2,1,255
2,1,1,1,106
4,2,2,2,310
4,2,3,1,177
2,1,1,1,183
3,2,2,2,98
6,2,3,2,251
4,2,3,1,294
2,1,1,1,120
2,1,1,1,155
2,1,1,1,103
4,2,2,1,113
2,1,1,1,95
1,1,1,1,52
2,1,1,1,62
4,1,2,1,388
2,1,1,1,178
6,3,3,3,252
2,1,1,1,257
6,3,3,2,534
4,1,2,1,154
3,1,2,2,200
4,2,3,1,110
2,1,1,1,200
1,0,1,1,160
2,1,1,1,95
6,3,3,2,300
4,0,1,1,199
6,3,4,2,355
4,2,2,2,278
2,2,2,0,200
4,2,2,1,281
7,3,5,2,337
4,1,2,1,115
2,1,1,1,128
6,3,3,2,276
4,2,2,2,289
2,1,1,1,69
4,1,2,1,156
6,3,4,2,2000
2,1,1,1,64
2,1,1,1,133
2,1,1,1,105
2,1,1,1,120
3,1,1,1,109
3,1,2,1,164
4,2,2,2,329
4,1,2,1,82
2,0,1,1,131
6,2,3,3,355
2,0,1,1,129
2,1,1,1,125
2,1,1,1,150
2,1,1,1,259
3,1,1,1,162
9,4,4,4,567
4,0,0,1,213
5,3,3,2,683
2,1,1,1,204
1,1,1,1,200
4,2,2,1,311
4,2,2,1,130
4,2,3,1,215
2,1,1,1,62
2,1,1,1,175
4,0,2,1,175
6,2,3,1,271
3,1,2,1,140
2,1,1,1,123
4,2,2,1,390
6,2,3,2,287
4,2,2,2,249
2,1,1,1,89
5,2,3,1,230
9,5,6,3,575
5,2,4,1,259
3,1,2,1,245
1,1,1,1,119
1,0,1,1,130
2,1,1,1,169
2,1,1,1,150
3,1,2,1,149
3,1,2,1,189
4,2,2,2,144
3,0,2,1,174
2,1,1,1,155
2,2,1,2,443
4,2,2,1,229
4,2,2,1,325
10,4,5,4,573
4,1,1,1,199
2,1,1,1,110
1,1,1,1,159
2,1,1,1,150
1,1,1,1,177
1,1,1,1,159
1,1,1,1,178
3,1,2,2,146
6,3,3,1,302
2,1,1,1,95
4,2,2,2,318
3,1,2,1,150
2,1,1,1,80
4,2,2,2,347
4,2,3,2,614
2,0,1,1,339
4,2,1,1,230
3,1,1,1,136
6,2,2,2,450
7,3,6,2,190
6,2,4,2,342
2,1,1,1,173
4,2,3,1,366
2,1,1,1,195
4,2,3,1,180
4,2,3,1,158
4,2,2,2,399
2,1,1,1,228
8,3,3,2,329
2,1,1,1,200
2,1,1,1,170
8,3,4,2,232
2,0,1,1,129
2,0,2,1,300
4,2,3,2,250
4,2,2,1,108
2,1,1,1,239
2,1,1,1,131
4,3,3,1,126
2,1,1,1,139
4,1,2,1,407
4,2,2,1,140
2,1,1,1,307
2,1,1,1,136
4,1,2,1,193
6,3,3,2,1178
3,1,2,1,186
4,0,2,1,199
10,3,3,3,268
8,3,5,3,434
2,1,2,1,52
2,1,2,1,55
2,1,1,1,149
2,1,1,1,95
4,2,2,1,190
4,2,2,2,205
11,4,6,2,291
2,1,1,1,140
2,1,1,1,137
9,3,3,2,599
2,1,1,1,193
2,0,1,1,175
7,3,4,2,414
2,1,1,1,150
3,1,1,1,130
4,2,2,2,999
3,1,1,1,229
6,3,3,2,314
2,1,1,1,68
4,1,2,1,217
1,1,1,1,68
7,3,4,2,485
3,1,1,1,106
4,2,2,1,195
4,1,2,1,234
8,4,4,3,704
4,1,1,1,217
4,2,3,2,244
6,3,4,2,298
2,1,2,1,342
6,3,3,1,241
2,1,1,1,82
2,1,1,1,182
6,5,5,2,400
4,2,2,1,466
6,3,3,3,530
3,1,2,1,251
4,3,3,1,130
6,3,4,2,378
4,2,3,1,139
3,2,2,1,110
8,4,4,3,338
3,1,2,1,286
2,0,1,1,80
3,1,2,1,246
2,1,1,3,279
2,1,2,2,316
2,1,1,1,66
2,1,1,1,76
4,2,2,2,1100
2,1,1,1,69
1,1,1,1,99
4,2,3,1,200
4,2,2,1,98
2,1,1,1,179
2,1,1,1,235
6,2,3,1,218
4,2,2,1,444
4,1,2,1,357
2,1,1,1,100
2,1,1,1,66
2,1,1,1,103
2,1,1,1,82
1,1,1,1,105
4,2,2,1,180
2,1,1,1,139
2,1,0,1,200
2,1,1,1,100
1,1,1,1,53
4,2,2,2,207
4,2,2,1,170
2,1,1,1,80
4,2,2,1,160
4,2,3,1,163
8,4,5,3,499
2,1,1,1,150
2,1,1,1,65
2,1,1,1,124
1,1,1,1,81
4,2,2,1,456
2,1,1,1,268
3,2,2,1,293
3,2,0,1,150
2,1,1,1,180
2,1,1,1,258
2,1,1,1,121
4,1,3,1,243
4,1,2,1,129
5,2,3,2,228
8,4,4,2,380
3,2,2,1,125
4,1,2,1,247
4,1,2,1,184
2,1,1,1,165
8,3,4,2,326
2,1,1,1,163
7,2,4,2,612
2,1,1,1,105
9,3,5,2,2803
1,1,1,2,80
3,1,2,1,180
4,2,2,1,165
4,2,2,1,263
1,1,1,1,289
2,1,1,1,68
2,1,1,1,120
7,3,5,4,801
2,1,1,1,292
3,1,1,1,297
4,2,2,1,224
2,1,1,1,150
4,1,2,1,224
4,2,2,2,513
2,1,1,1,179
12,7,7,4,704
4,2,2,1,507
3,1,1,1,185
4,2,2,2,575
2,1,1,1,195
3,0,2,1,184
4,1,2,1,193
2,1,1,1,125
4,3,2,2,1480
2,1,1,1,329
2,1,1,1,82
5,3,3,2,556
1,1,1,1,57
4,2,2,1,160
5,2,4,1,136
4,1,2,1,292
6,3,3,2,254
2,1,2,1,249
4,1,2,1,294
2,1,1,1,186
3,1,2,1,168
6,2,3,1,607
2,1,1,1,200
4,2,2,1,215
10,4,4,4,966
3,1,1,1,169
2,1,1,1,117
8,3,3,3,480
4,1,2,1,183
3,1,1,1,215
5,2,3,1,321
2,1,1,1,98
6,3,3,1,225
4,2,2,1,159
2,1,1,1,112
2,1,1,1,153
6,2,2,1,391
2,2,3,1,139
4,1,2,1,250
8,2,4,2,639
2,1,1,1,157
5,2,3,1,145
5,2,2,1,309
4,1,2,1,244
8,3,3,2,397
2,1,1,1,135
4,2,2,2,200
4,2,2,2,176
4,2,2,2,212
4,1,2,1,273
4,2,2,2,195
2,1,1,1,121
2,1,1,1,147
1,1,0,1,74
2,1,1,1,152
4,2,2,1,256
4,2,2,2,500
6,2,3,1,190
1,1,1,1,110
2,1,1,1,89
5,2,3,2,450
7,3,3,1,224
4,2,2,2,330
3,1,1,1,165
4,1,3,1,181
4,2,2,1,215
1,1,1,1,45
3,0,1,1,200
1,1,1,2,57
2,1,1,1,100
2,1,1,1,119
4,2,2,2,239
3,1,2,1,306
6,3,3,2,390
5,3,3,2,339
4,1,1,1,160
2,1,1,1,141
2,1,1,1,118
2,1,1,1,168
2,1,1,1,143
4,1,2,1,146
2,1,1,1,249
5,2,2,1,377
4,2,2,2,246
4,2,2,2,350
3,1,1,1,250
6,3,4,2,583
6,3,4,3,324
4,2,2,1,180
5,2,3,1,251
2,1,1,1,126
4,0,0,1,199
4,1,3,2,214
3,1,2,1,175
4,1,2,1,171
4,2,2,2,175
4,2,2,2,150
2,1,2,1,199
2,1,1,1,123
4,2,2,1,200
2,1,1,1,118
4,2,2,2,170
5,3,3,1,489
8,4,5,2,364
5,2,3,1,197
4,2,2,2,448
5,2,2,2,310
4,2,2,1,200
4,2,2,2,249
2,1,1,1,66
5,2,3,1,147
2,1,1,1,100
2,1,1,1,228
6,3,3,2,574
2,1,1,1,98
10,4,5,2,583
2,1,1,1,100
5,1,2,1,327
2,0,0,1,89
8,3,5,2,252
1,3,3,1,248
2,1,1,1,93
2,1,1,1,253
3,1,1,1,216
6,2,3,2,266
6,3,4,1,331
6,2,2,2,377
2,1,1,1,140
5,2,3,1,228
3,1,2,1,120
5,2,3,1,793
5,3,3,2,457
5,3,3,1,238
4,2,2,2,356
2,1,1,1,94
2,1,1,1,275
4,1,2,1,143
2,1,1,1,99
4,2,2,1,225
6,1,3,1,418
1,1,1,1,152
4,1,2,1,87
2,1,2,1,90
4,0,2,1,117
10,5,4,3,626
2,1,1,1,195
2,2,2,1,109
2,1,1,1,175
6,2,3,2,277
2,1,1,1,295
6,2,3,2,439
2,1,1,1,271
2,1,1,1,115
2,1,1,1,93
1,1,1,0,59
4,2,2,1,196
6,1,3,1,140
1,1,1,1,79
4,1,2,1,143
3,1,4,1,71
4,2,2,1,183
5,2,2,2,428
5,2,3,1,260
6,2,3,2,960
2,1,1,1,130
2,1,1,1,95
2,0,1,1,89
6,2,4,2,554
10,3,4,2,494
4,2,2,2,260
3,1,2,1,188
6,1,3,1,473
3,1,1,1,172
2,1,1,1,129
6,2,3,2,443
6,2,3,2,486
6,1,3,1,578
3,1,2,1,355
8,3,3,3,500
6,2,4,2,478
2,0,1,1,140
3,2,2,1,109
2,1,1,1,100
4,1,2,1,275
2,2,1,2,149
3,1,1,1,120
4,1,1,1,261
8,3,4,2,525
4,1,2,1,314
4,3,4,3,200
4,2,2,2,327
5,2,3,2,213
2,1,1,1,155
1,1,1,1,213
2,1,1,1,127
2,1,1,1,174
1,1,1,1,152
3,1,1,1,129
6,3,3,3,300
2,1,1,1,142
4,2,2,2,150
2,1,1,1,144
2,1,1,1,138
4,2,3,2,323
4,2,4,1,189
2,1,1,1,350
4,1,2,1,187
2,0,1,1,129
2,1,1,1,86
2,0,1,1,165
2,1,1,1,80
1,1,1,2,54
4,2,3,1,125
1,1,1,1,57
4,1,1,2,700
2,1,1,1,150
4,2,2,2,150
4,2,2,2,190
10,3,4,3,239
5,2,2,1,300
6,3,3,2,342
6,2,4,2,319
5,2,2,2,167
4,2,2,2,160
4,2,2,2,165
4,1,2,1,212
2,1,1,1,118
2,1,2,1,108
4,1,2,1,133
3,1,2,2,170
6,2,3,2,350
3,1,1,1,223
4,2,2,2,235
8,4,4,4,499
2,1,1,1,126
8,4,4,3,467
2,1,2,1,99
4,1,2,1,285
2,1,1,1,144
8,3,4,2,296
5,2,3,1,179
2,1,1,1,315
2,1,1,1,141
4,0,0,1,189
2,1,1,1,144
2,1,1,1,192
2,1,1,1,169
2,1,1,1,85
2,1,1,1,100
2,1,1,1,132
2,0,2,1,79
3,1,2,1,146
2,1,1,1,92
4,1,2,1,109
8,4,4,2,261
2,1,1,1,62
2,0,1,1,129
4,1,2,1,464
10,5,6,6,911
2,1,1,1,120
2,1,1,1,257
2,1,1,1,135
12,6,7,3,780
1,1,1,1,93
2,1,0,1,192
2,1,1,1,131
2,1,1,1,188
2,1,1,1,203
2,1,1,1,147
2,1,1,1,386
1,1,1,1,230
8,3,5,2,544
1,1,1,1,132
4,2,2,2,215
4,2,2,1,253
2,1,1,1,79
2,1,1,1,148
2,1,1,1,132
4,2,3,2,575
1,1,1,1,88
2,1,1,1,114
4,1,2,1,300
2,1,1,1,136
6,3,3,2,256
10,5,6,3,400
4,2,2,2,295
6,2,3,2,457
8,3,4,2,188
2,1,1,1,135
3,1,2,1,241
2,1,2,1,140
4,1,2,1,200
8,4,4,3,930
4,1,2,1,102
10,3,5,3,451
4,1,2,1,252
6,2,4,2,500
5,2,3,2,139
2,1,1,1,125
2,1,1,1,265
2,0,1,1,169
1,2,3,1,120
16,7,7,5,1482
2,1,1,1,59
2,1,1,1,118
2,1,2,1,242
5,2,4,2,431
2,1,1,1,95
2,1,1,0,55
7,3,3,2,290
4,2,2,1,190
2,1,1,1,59
4,1,2,1,213
4,2,2,1,164
6,2,3,2,280
4,2,2,2,200
4,2,0,2,268
2,1,1,1,127
3,1,2,1,178
4,1,2,1,133
2,0,1,1,250
2,1,2,1,196
4,2,2,1,204
2,1,1,1,143
12,5,8,4,816
2,1,1,1,115
2,1,1,1,194
3,2,2,1,446
10,4,5,4,1588
4,1,3,1,140
4,2,2,2,319
4,2,2,1,161
10,5,5,4,632
15,7,9,7,975
2,1,1,1,55
3,1,1,1,200
3,2,2,1,159
10,5,5,5,1000
3,1,1,1,235
2,0,1,1,90
2,1,1,1,670
4,2,3,1,131
4,1,2,1,180
8,4,4,3,415
2,1,1,2,95
2,1,1,1,110
2,1,1,1,200
6,3,3,3,417
4,2,2,1,999
1,1,1,1,50
3,1,2,1,165
4,1,1,1,176
4,2,2,2,184
6,3,4,2,383
5,2,2,1,165
3,1,2,1,90
2,1,1,1,58
3,1,2,1,172
2,1,1,1,79
2,1,1,1,127
2,0,1,1,262
1,1,1,1,45
4,2,2,2,220
2,1,1,1,121
2,1,1,1,180
4,2,2,2,225
4,2,2,1,164
5,2,3,2,150
4,2,3,2,287
4,2,2,2,300
2,1,1,1,38
8,3,5,1,299
4,1,2,1,400
4,2,3,1,215
8,4,4,4,400
4,1,1,1,275
2,1,1,1,261
4,2,2,2,259
4,1,2,1,283
4,2,2,2,373
2,1,2,1,118
2,1,4,1,138
4,2,2,1,109
4,2,2,1,220
2,1,1,1,126
2,1,1,1,200
2,1,1,1,250
2,1,1,1,112
3,1,2,1,229
4,2,2,3,250
4,1,2,1,189
2,1,1,1,118
2,0,1,1,133
6,3,3,2,312
4,2,0,3,120
4,2,2,1,174
2,1,1,1,38
2,1,1,1,100
2,1,1,1,290
2,1,1,2,168
6,3,3,2,458
4,1,3,2,216
5,2,3,2,360
2,1,1,1,135
8,4,4,2,690
2,1,1,1,101
2,1,1,1,187
2,1,1,1,164
1,1,1,1,55
6,2,2,2,286
2,1,1,2,147
2,1,1,1,221
6,2,4,1,116
2,1,1,1,128
2,1,1,2,142
6,2,3,2,209
6,2,3,2,721
4,2,2,2,396
1,3,3,2,114
2,0,1,1,105
4,1,3,1,240
3,1,2,1,180
4,2,3,2,160
4,2,3,1,176
2,1,1,1,120
4,2,2,2,383
2,1,2,1,80
2,1,1,1,265
2,1,1,1,150
2,2,2,1,196
2,1,2,1,217
2,1,1,1,75
4,1,2,1,195
6,2,3,1,203
4,2,2,2,368
2,1,1,1,75
4,1,2,1,195
6,2,3,1,311
4,1,2,1,182
7,4,4,2,309
6,2,4,1,116
2,1,1,1,129
2,1,1,1,146
6,2,3,2,525
2,1,1,1,73
2,1,1,1,75
2,0,1,1,129
1,1,1,1,60
2,1,1,1,233
1,1,1,1,52
6,3,3,2,300
4,2,2,1,217
4,1,2,2,158
1,1,1,1,40
2,1,2,1,161
3,1,4,1,249
2,1,1,1,65
2,1,1,1,75
4,2,2,2,141
4,1,2,1,326
2,1,1,1,130
2,1,0,1,110
2,1,1,1,86
4,2,2,2,339
4,1,2,1,201
4,1,2,1,217
2,0,2,1,79
6,2,3,2,182
7,3,4,2,167
2,1,1,1,137
4,1,2,1,149
2,1,1,1,61
4,1,1,1,105
5,2,2,1,239
2,1,1,1,181
2,1,1,1,262
2,1,1,1,120
10,6,6,4,933
2,1,1,1,233
6,2,3,2,934
2,1,1,1,264
2,1,1,1,81
4,3,2,1,151
2,1,1,1,130
2,0,1,1,148
4,2,2,2,275
10,5,5,4,604
4,1,3,2,273
8,4,4,3,800
4,2,2,1,90
3,2,2,1,146
8,4,4,3,319
1,1,1,1,200
5,2,3,2,291
2,1,1,1,128
1,1,1,1,200
1,1,1,1,200
1,1,1,1,200
1,1,1,1,200
1,1,1,1,200
1,1,1,1,200
1,1,1,1,200
1,3,2,1,64
1,1,1,1,200
1,1,1,1,200
1,1,1,1,200
1,1,1,1,200
4,1,2,1,182
4,2,2,2,170
4,1,2,1,247
4,3,0,2,600
4,2,3,1,183
4,2,3,1,249
2,1,1,1,122
2,1,1,1,113
2,1,1,1,63
6,2,2,2,352
2,1,1,1,138
2,1,1,1,250
4,1,2,1,130
10,4,4,3,798
2,1,1,0,72
4,2,3,1,250
3,1,2,1,190
1,1,1,2,57
1,1,1,2,54
2,1,1,1,127
4,1,1,1,175
5,2,3,2,360
2,1,1,1,204
4,2,2,3,489
4,1,2,1,241
8,4,4,3,252
2,1,2,1,120
2,1,1,1,95
2,1,1,1,264
4,2,2,2,342
4,1,0,1,257
4,2,2,1,261
3,1,2,1,257
6,3,3,2,353
3,2,2,1,138
2,1,1,1,106
2,1,1,1,36
4,1,2,1,130
4,1,1,1,110
4,3,3,2,349
1,1,1,1,66
5,2,2,2,985
2,1,1,1,169
2,1,1,1,64
4,2,2,1,179
6,3,0,2,359
3,2,2,1,271
4,2,2,1,197
8,4,4,2,290
2,1,1,1,246
2,1,1,1,302
2,1,1,1,239
1,1,0,2,79
4,1,2,1,234
11,5,6,3,1870
7,2,3,2,339
3,1,1,1,98
2,1,1,1,150
6,3,3,2,324
3,1,1,1,229
2,1,1,1,235
2,1,1,1,99
6,4,4,1,239
4,1,2,1,250
11,5,5,3,677
4,1,2,1,299
4,1,2,1,216
4,1,1,1,210
2,1,1,1,115
2,1,1,1,144
6,2,3,1,287
1,1,1,1,50
2,1,1,1,92
2,1,1,1,56
4,2,2,2,428
2,1,1,1,111
2,1,1,1,104
2,1,1,2,70
2,1,1,1,70
3,1,2,1,110
4,1,2,1,255
6,2,4,2,525
3,1,2,1,232
4,2,4,1,137
7,3,5,3,721
2,1,1,1,224
2,1,1,1,321
1,1,1,1,95
5,2,2,2,120
4,2,2,1,252
4,1,2,1,344
5,2,2,1,120
3,1,1,1,136
2,1,1,2,160
6,3,3,2,250
6,3,3,1,231
4,1,2,1,240
5,2,2,2,155
9,3,5,2,2360
4,2,2,1,229
3,1,0,1,302
4,2,2,1,387
4,2,2,1,173
2,1,2,1,183
2,1,0,1,154
6,2,3,2,455
3,1,2,1,140
2,1,1,1,141
3,1,2,1,293
2,1,1,1,317
4,2,2,1,200
2,1,1,1,130
4,2,2,1,102
5,2,3,2,193
5,2,3,2,205
4,1,1,1,300
2,1,1,1,120
4,1,0,1,250
4,2,2,1,186
3,1,2,1,143
6,3,6,2,312
2,1,1,1,75
2,1,1,1,111
4,2,3,1,288
2,1,1,2,127
7,3,4,2,376
6,2,4,2,332
6,2,3,2,333
6,1,3,2,350
2,1,2,1,80
1,1,1,1,55
2,1,2,1,191
1,1,1,1,52
3,1,1,1,199
3,1,1,1,189
6,3,3,2,385
4,2,2,2,210
1,1,1,1,55
4,2,2,1,155
4,1,2,1,170
1,1,1,1,55
1,1,1,1,160
7,3,3,1,200
6,2,2,2,163
8,4,4,2,548
2,1,1,1,180
4,1,1,1,180
3,1,1,1,188
2,1,1,1,249
8,3,4,1,189
4,2,2,1,191
2,1,1,1,96
1,1,1,1,63
2,1,1,1,108
4,2,2,1,99
3,2,2,1,207
4,2,2,2,300
5,2,2,1,110
6,2,3,1,165
7,2,4,2,542
2,1,0,1,200
5,2,3,1,214
4,2,2,1,149
2,1,1,1,134
2,1,1,1,186
5,2,0,1,186
5,3,3,2,297
4,1,2,1,309
1,1,1,1,100
5,2,3,2,453
2,1,0,1,106
4,1,2,1,256
3,1,2,1,112
2,1,1,1,124
2,0,1,1,72
4,1,2,1,230
4,1,2,1,139
15,6,0,5,1280
6,3,4,1,609
2,1,1,1,91
2,1,1,1,128
6,2,3,2,219
3,1,1,1,150
4,2,2,1,225
4,2,2,1,196
3,1,2,1,158
4,1,2,1,279
5,1,3,1,275
4,2,2,1,190
8,3,3,2,328
6,2,3,1,288
1,1,0,1,80
4,1,2,1,135
3,1,1,1,93
4,2,2,3,217
4,2,2,1,159
6,3,3,2,776
4,2,0,2,286
6,3,3,1,194
6,4,4,1,330
4,2,2,2,196
5,2,3,2,394
4,2,2,2,346
2,0,0,1,95
6,2,3,1,237
4,2,4,1,106
3,1,2,1,129
5,2,0,1,73
6,3,3,2,272
2,0,1,0,100
6,2,2,1,202
4,2,2,1,247
4,2,2,1,105
5,2,2,1,278
2,1,1,1,129
6,2,3,1,246
2,1,1,2,150
4,1,1,1,121
1,1,1,1,45
1,1,1,1,120
12,6,6,4,384
2,1,1,1,298
3,1,1,1,135
2,1,1,1,150
4,2,2,1,281
2,1,1,1,207
4,2,2,1,179
4,2,3,1,181
2,1,1,1,280
6,2,3,2,342
4,2,0,1,197
2,1,1,1,185
2,1,1,1,156
3,1,1,1,115
1,2,0,1,110
4,2,3,1,196
1,0,1,1,52
1,1,1,1,52
4,2,0,1,105
8,3,5,2,693
4,2,0,2,133
4,2,2,2,475
2,0,1,1,100
2,1,1,1,136
10,5,0,4,1184
2,1,1,1,135
4,2,2,1,329
2,1,1,1,114
2,1,1,1,114
3,1,1,1,129
4,1,2,1,180
4,1,2,1,237
2,0,1,1,100
4,2,2,2,200
2,1,2,1,95
2,1,1,1,177
2,1,2,1,66
1,1,1,1,20
2,1,1,1,135
1,1,1,1,53
1,1,0,1,55
3,2,2,1,186
5,2,2,2,511
5,2,3,1,293
2,1,1,1,113
4,2,2,1,304
2,1,1,1,193
2,1,1,1,105
2,1,1,1,108
10,5,5,4,1329
3,1,2,1,214
7,3,4,2,187
4,2,2,2,141
4,3,3,1,228
2,1,1,1,200
8,4,3,2,377
2,1,2,1,99
6,2,3,1,249
4,1,2,1,501
2,1,1,1,85
5,2,3,1,160
4,2,2,1,348
3,1,2,1,301
2,1,1,1,37
2,1,1,1,38
2,1,1,1,130
2,0,1,1,110
2,1,1,1,198
4,1,2,1,135
2,1,1,1,112
2,1,1,1,90
3,1,1,1,199
4,1,2,1,214
6,2,3,1,336
4,1,2,1,262
7,2,3,2,557
4,2,0,1,120
4,1,2,1,528
2,1,1,1,122
4,2,2,1,183
1,1,1,0,55
1,1,1,0,77
4,2,4,1,273
4,1,2,1,245
2,1,1,2,157
2,1,1,1,148
4,2,2,2,194
3,1,2,1,530
8,4,4,4,498
6,3,3,1,421
4,2,2,2,561
4,2,2,1,140
4,2,4,1,241
4,3,2,2,699
2,1,1,1,70
2,1,1,1,59
2,1,2,1,326
3,1,3,1,330
9,5,5,3,463
4,1,2,1,234
2,3,3,1,56
2,1,1,1,90
4,2,2,2,500
2,1,1,1,130
2,0,1,1,165
1,0,1,1,106
2,1,1,1,250
2,1,2,1,95
2,1,1,1,110
2,1,1,1,89
4,2,2,2,350
6,2,2,1,155
2,1,1,1,130
4,1,1,1,203
4,1,0,1,208
5,2,3,2,371
2,1,1,1,160
6,2,0,2,224
4,1,2,1,150
6,3,3,2,334
4,2,2,1,27
3,0,1,1,121
6,3,3,2,316
4,2,0,2,195
6,3,3,3,313
4,2,3,1,276
10,5,5,4,396
9,4,6,3,664
2,1,0,0,200
6,2,2,2,404
6,3,3,1,318
6,2,3,1,222
2,1,2,1,711
6,2,3,2,193
8,3,5,1,235
8,2,2,2,268
4,2,2,2,140
1,1,1,1,70
10,3,0,3,354
2,1,1,1,257
7,3,4,1,263
2,1,1,1,65
3,1,3,1,109
8,3,4,1,229
6,2,2,1,240
2,1,1,1,230
4,1,0,1,259
4,2,3,2,405
4,2,2,1,214
10,4,7,2,416
4,2,2,1,159
2,1,0,1,123
4,2,0,1,167
2,1,1,1,260
6,2,3,1,225
8,2,3,1,286
3,2,1,2,215
2,1,1,1,72
5,1,2,2,194
3,1,2,1,98
1,1,1,1,66
4,1,2,1,171
2,1,1,1,176
10,4,5,2,190
4,1,2,1,128
4,2,2,1,128
6,3,3,1,308
2,1,2,1,135
2,1,2,1,235
2,1,1,1,97
2,1,1,1,150
4,2,3,1,200
2,1,1,1,90
4,1,1,1,232
4,1,2,1,479
2,1,2,1,304
2,1,1,1,120
2,1,1,1,476
4,2,0,1,179
6,3,3,2,250
2,1,2,1,239
4,2,2,2,166
2,1,2,1,100
5,3,1,2,358
2,1,0,1,990
5,2,2,1,163
4,2,2,1,207
2,1,0,1,112
5,3,0,1,320
4,2,1,1,280
2,1,1,1,88
4,2,2,2,376
4,1,2,1,300
2,1,0,1,86
3,1,2,1,154
6,2,4,2,366
4,2,2,2,302
2,0,2,1,286
2,1,1,1,64
6,2,3,1,183
2,1,0,1,99
2,1,1,0,101
2,1,0,1,288
2,1,1,1,319
10,3,4,2,276
10,3,3,1,200
2,1,1,1,92
4,1,2,1,202
4,1,0,1,269
2,1,1,2,382
4,2,2,1,276
1,1,3,1,50
4,2,5,1,155
2,1,2,1,160
2,1,0,1,200
4,2,2,1,190
4,1,2,1,279
2,1,1,1,172
2,1,1,0,80
8,4,5,3,500
4,2,0,2,173
3,2,2,1,176
4,2,2,1,135
2,1,1,1,132
2,1,2,1,119
2,1,1,0,48
4,2,4,1,247
4,1,2,1,139
4,1,2,1,244
4,2,2,1,172
2,1,1,1,129
6,3,3,2,162
8,4,4,3,411
4,2,2,1,180
4,2,2,1,175
2,1,1,1,206
6,3,4,2,205
3,1,2,1,199
7,3,3,2,471
5,2,3,2,188
2,1,0,2,88
2,0,1,1,80
2,1,1,1,110
7,4,4,2,181
7,4,4,2,180
7,4,4,2,197
3,1,2,1,109
6,3,4,2,364
1,1,1,1,55
2,1,1,1,55
2,1,1,1,300
2,1,1,1,178
3,1,1,1,222
4,1,0,1,236
2,1,1,1,112
2,1,1,1,139
4,2,2,3,600
9,4,6,3,557
2,1,1,1,66
3,1,0,1,250
2,1,1,1,112
2,1,1,1,132
2,1,1,1,78
4,2,2,2,371
4,1,2,1,317
4,1,2,1,181
7,3,3,2,228
2,1,1,1,151
2,1,1,1,45
2,1,0,1,42
2,1,1,1,63
2,1,1,1,102
6,3,3,2,562
4,2,2,2,170
6,4,5,2,350
2,1,0,0,78
2,1,0,1,166
1,1,0,1,108
2,1,1,1,108
1,1,1,1,108
4,0,2,0,220
4,1,2,1,164
7,3,4,2,300
4,2,0,1,364
2,1,1,2,150
4,1,2,1,226
4,3,2,2,120
1,2,1,1,59
6,3,3,3,292
8,3,4,1,373
2,1,1,1,79
4,2,2,2,414
2,1,1,1,200
6,2,3,1,196
6,2,0,2,223
2,1,1,1,224
4,1,2,1,193
2,1,1,1,160
4,2,3,2,143
11,4,4,2,485
10,5,5,3,555
5,2,0,1,165
2,0,1,1,293
7,2,4,2,410
6,2,3,1,210
2,0,1,1,136
2,1,1,1,176
2,1,1,2,96
1,1,1,1,49
1,1,1,1,52
3,0,0,1,163
3,2,2,1,165
4,1,0,1,179
4,2,3,2,161
2,1,1,1,92
